total_reward,mean_reward
712.8304677603157,0.7273780283268528
632.4141738672605,0.6336815369411428
819.080292334948,0.74870227818551
710.9120211754728,0.7838059770402125
713.0842910400047,0.8409012866037792
703.4570793228188,0.7127224714516908
767.7181809123716,0.837206304157439
663.745879503482,0.8134140680189731
664.7890697806471,0.8166941889197139
739.7599653748953,0.821955517083217
747.7988911572546,0.8902367751872079
766.2331218406808,0.9035767946234444
755.9758127097828,0.86200206694388
852.376466367592,0.8364832839721217
694.5303617111193,0.6354349146487825
545.9064372470868,0.5405014230169176
812.5541247537279,0.8464105466184666
891.9395209731454,0.9129370736674978
787.8498984033266,0.9412782537674154
785.1794098948494,0.8822240560616286
858.787833566424,0.8692184550267449
925.6346178367614,0.8908899112962093
921.9023859090646,0.9302748596458775
907.0483194856859,0.9448419994642561
783.809572294894,0.9500722088422957
906.6445444992883,0.8561327143524913
747.4534257621897,0.9205091450273272
785.2998959483584,0.8686945751641133
980.9023088848737,0.9395615985487297
909.8562668228548,0.9497455812347126
894.6073511611286,0.9787826599137074
791.7357764789334,0.9774515758999178
955.2731209334102,0.958147563624283
840.811841846117,0.9709143670278487
1047.339696515475,0.9635139802350275
969.4956118799448,0.9268600495984176
1050.4770606217394,0.9593397813897163
828.722970765928,0.9761165733403158
968.534398809431,0.9009622314506335
868.8349556662608,0.9392810331527144
971.294759599379,0.9664624473625661
813.164802690418,0.9589207578896439
840.5186065930355,0.942285433400264
781.9109783256457,0.972526092444833
905.7999836532697,0.9484816582756751
1002.3618065907351,0.941184794920878
885.3814528305572,0.9261312268102063
768.2415428210606,0.9531532789343184
942.893347747358,0.9083750941689384
811.7988452900041,0.935252125910143
871.9840410396844,0.9386265242623083
909.8282790524327,0.907106958177899
822.5521701757659,0.9780644116239785
830.901623615083,0.9706794668400502
852.1909768884623,0.9750468843117417
809.3104912905727,0.9703962725306627
976.250378645168,0.9081398871117842
791.7511118968566,0.9762652427828072
960.1825629122752,0.8874145683107904
818.1675626092551,0.9881250756150425
888.6214076015751,0.9722334875290757
1019.3627879981827,0.9369143272042121
943.3594485656666,0.9775745580991364
859.1935053099819,0.9785803021753781
837.9972113339375,0.961005976300387
791.0310513071971,0.9741761715605876
885.9791909095588,0.980065476669866
890.5011401933713,0.9679360219493166
927.163847049774,0.8940827840402834
805.2749180498586,0.9820425829876324
859.8843966459318,0.9705241497132413
780.7949397002129,0.9273099046320818
822.7530837649874,0.9286152186963741
918.4132191114829,0.9075229437860504
866.4376444497066,0.8275431179080291
848.9331090036728,0.8926741419596981
691.184814239559,0.7578780857889902
756.2184595333761,0.9382363021505906
1035.0155508156913,0.9637016301822079
953.972645375123,0.9665376346252512
805.2006993653061,0.9760008477155226
878.481247593832,0.9706975111534055
879.126204618163,0.9555719615414815
918.4848270539362,0.9148255249541197
856.731517847318,0.8878046817070653
876.8788471961442,0.934838856285868
772.1808321929618,0.9428337389413454
874.6159033806928,0.9007372846351109
902.3713419357589,0.9264592833016005
838.1248749355814,0.9502549602444234
778.3844930121608,0.9586015923795084
838.6542952738242,0.9650797413968057
881.4434280404303,0.9427202438935083
880.747592422862,0.9552576924326052
1004.953226914324,0.92028683783363
985.0903546480782,0.9232336969522758
941.1761341731108,0.9584278352068337
876.7281013832801,0.9581727883970275
794.6541218808209,0.9726488639912129
818.6769141229431,0.978108619023827
